Price,Living area,County,City,Neighborhood,Number of rooms,Type of flat,Number of floors
450000,75,Splitsko-dalmatinska,Split,Lučac,4-sobni,U stambenoj zgradi,Jednoetažni
350000,132,Splitsko-dalmatinska,Seget,Seget Donji,5+ sobni,U kući,Jednoetažni
358000,104,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U stambenoj zgradi,Jednoetažni
409000,83,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Jednoetažni
550000,119,Splitsko-dalmatinska,Split,Varoš,4-sobni,U stambenoj zgradi,Jednoetažni
240000,64,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U stambenoj zgradi,Jednoetažni
312013,88,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
450000,100,Splitsko-dalmatinska,Split,Bačvice,4-sobni,U stambenoj zgradi,Jednoetažni
590000,100,Splitsko-dalmatinska,Split,Grad,5+ sobni,U stambenoj zgradi,Jednoetažni
690000,170,Splitsko-dalmatinska,Seget,Seget Donji,4-sobni,U stambenoj zgradi,Jednoetažni
240000,65,Splitsko-dalmatinska,Baška Voda,Promajna,3-sobni,U stambenoj zgradi,Dvoetažni
410000,92,Splitsko-dalmatinska,Podgora,Živogošće,3-sobni,U kući,Jednoetažni
388281,133,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
275000,64,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U kući,Jednoetažni
183000,56,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
278000,91,Splitsko-dalmatinska,Solin,Sveti Kajo,2-sobni,U stambenoj zgradi,Jednoetažni
249000,90,Splitsko-dalmatinska,Solin,Japirko,4-sobni,U stambenoj zgradi,Jednoetažni
345000,161,Splitsko-dalmatinska,Podstrana,Podstrana,4-sobni,U stambenoj zgradi,Jednoetažni
250000,82,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
205000,66,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
550000,230,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Dvoetažni
249500,81,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
235000,65,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Jednoetažni
165000,68,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
690000,130,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
160000,46,Splitsko-dalmatinska,Trogir,Čiovo,1-sobni,U stambenoj zgradi,Jednoetažni
389000,91,Splitsko-dalmatinska,Split,Meje,3-sobni,U stambenoj zgradi,Jednoetažni
290000,73,Splitsko-dalmatinska,Baška Voda,Baška Voda,3-sobni,U stambenoj zgradi,Jednoetažni
350000,81,Splitsko-dalmatinska,Vis,Vis,2-sobni,U stambenoj zgradi,Jednoetažni
250560,62,Splitsko-dalmatinska,Split,Sirobuja,2-sobni,U stambenoj zgradi,Jednoetažni
260000,68,Splitsko-dalmatinska,Split,Kman,3-sobni,U stambenoj zgradi,Jednoetažni
200000,43,Splitsko-dalmatinska,Split,Dobri,2-sobni,U stambenoj zgradi,Jednoetažni
220000,63,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
245000,63,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
245000,63,Splitsko-dalmatinska,Split,Plokite,2-sobni,U stambenoj zgradi,Jednoetažni
235000,72,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
148990,39,Splitsko-dalmatinska,Omiš,Omiš,2-sobni,U stambenoj zgradi,Jednoetažni
310000,63,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
305000,85,Splitsko-dalmatinska,Split,Spinut,3-sobni,U stambenoj zgradi,Jednoetažni
225000,63,Splitsko-dalmatinska,Solin,Centar,2-sobni,U stambenoj zgradi,Jednoetažni
335500,82,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
292224,88,Splitsko-dalmatinska,Split,Sirobuja,3-sobni,U stambenoj zgradi,Jednoetažni
253860,74,Splitsko-dalmatinska,Split,Sirobuja,3-sobni,U stambenoj zgradi,Jednoetažni
1,79,Splitsko-dalmatinska,Split,Kocunar,3-sobni,U stambenoj zgradi,Jednoetažni
342600,82,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
356230,111,Splitsko-dalmatinska,Split,Sirobuja,3-sobni,U stambenoj zgradi,Jednoetažni
292800,88,Splitsko-dalmatinska,Split,Sirobuja,3-sobni,U stambenoj zgradi,Jednoetažni
160000,65,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
240000,65,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
158000,61,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
265000,71,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
215000,71,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
190000,59,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
195000,62,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
85000,28,Splitsko-dalmatinska,Kaštela,Kaštel Novi,Garsonijera,U stambenoj zgradi,Jednoetažni
195000,79,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
180000,55,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
115000,37,Splitsko-dalmatinska,Kaštela,Kaštel Novi,1-sobni,U stambenoj zgradi,Jednoetažni
200000,80,Splitsko-dalmatinska,Kaštela,Kaštel Novi,3-sobni,U stambenoj zgradi,Jednoetažni
370000,80,Splitsko-dalmatinska,Split,Spinut,2-sobni,U stambenoj zgradi,Jednoetažni
230000,90,Splitsko-dalmatinska,Split,Mejaši,2-sobni,U kući,Jednoetažni
300000,71,Splitsko-dalmatinska,Brela,Brela,2-sobni,U stambenoj zgradi,Jednoetažni
260000,76,Splitsko-dalmatinska,Kaštela,Kaštel Novi,4-sobni,U stambenoj zgradi,Jednoetažni
252360,62,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
619000,95,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
257266,88,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
252360,84,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
120000,20,Splitsko-dalmatinska,Split,Sukoišan,Garsonijera,U stambenoj zgradi,Jednoetažni
182424,77,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
264538,92,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
199364,91,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
163176,68,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
193375,78,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
178068,81,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
185640,78,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
168075,68,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
159747,77,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
190025,77,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
169975,68,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
264190,92,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
420000,75,Splitsko-dalmatinska,Split,Blatine,3-sobni,U stambenoj zgradi,Jednoetažni
470000,116,Splitsko-dalmatinska,Split,Plokite,4-sobni,U stambenoj zgradi,Jednoetažni
480000,150,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Višeetažni
250000,250,Splitsko-dalmatinska,Dugi Rat,Jesenice,3-sobni,U stambenoj zgradi,Višeetažni
270000,46,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
435000,136,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
355000,81,Splitsko-dalmatinska,Marina,Sevid,2-sobni,U stambenoj zgradi,Jednoetažni
455000,130,Splitsko-dalmatinska,Marina,Sevid,3-sobni,U stambenoj zgradi,Jednoetažni
285000,64,Splitsko-dalmatinska,Marina,Sevid,2-sobni,U stambenoj zgradi,Jednoetažni
238868,62,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
222000,60,Splitsko-dalmatinska,Split,Mejaši,2-sobni,U stambenoj zgradi,Jednoetažni
250000,77,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
93000,24,Splitsko-dalmatinska,Split,Blatine,Garsonijera,U stambenoj zgradi,Jednoetažni
340000,93,Splitsko-dalmatinska,Split,Pazdigrad,2-sobni,U stambenoj zgradi,Jednoetažni
500000,93,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
300000,91,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
238700,77,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
396163,84,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
181018,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
181018,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
171825,74,Splitsko-dalmatinska,Okrug,Okrug Gornji,Garsonijera,U stambenoj zgradi,Jednoetažni
371000,100,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
119000,30,Splitsko-dalmatinska,Kaštela,Kaštel Stari,1-sobni,U kući,Jednoetažni
1,96,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
195000,42,Splitsko-dalmatinska,Bol,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
156000,58,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
154000,57,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
154000,57,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
156000,55,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
240000,148,Splitsko-dalmatinska,Trogir,Saldun,2-sobni,U stambenoj zgradi,Jednoetažni
220000,72,Splitsko-dalmatinska,Trogir,Saldun,2-sobni,U stambenoj zgradi,Jednoetažni
223200,72,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
231000,77,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
360000,94,Splitsko-dalmatinska,Hvar,Hvar,3-sobni,U kući,Jednoetažni
299000,134,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U kući,Jednoetažni
275000,66,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
285000,130,Splitsko-dalmatinska,Stari Grad,Stari Grad,4-sobni,U kući,Jednoetažni
360000,94,Splitsko-dalmatinska,Hvar,Hvar,3-sobni,U stambenoj zgradi,Dvoetažni
300000,30,Splitsko-dalmatinska,Split,Meje,1-sobni,U stambenoj zgradi,Jednoetažni
332544,104,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
336960,124,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
241700,71,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
140000,49,Splitsko-dalmatinska,Solin,Mezanovci,2-sobni,U stambenoj zgradi,Jednoetažni
220000,74,Splitsko-dalmatinska,Trogir,Čiovo,3-sobni,U stambenoj zgradi,Višeetažni
685000,213,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
375000,103,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Jednoetažni
172772,36,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
264219,60,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
628045,114,Splitsko-dalmatinska,Split,Žnjan,4-sobni,U stambenoj zgradi,Jednoetažni
282441,60,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
363968,113,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
278790,92,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
171595,46,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
1,75,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
730000,130,Splitsko-dalmatinska,Split,Firule,3-sobni,U stambenoj zgradi,Jednoetažni
485000,91,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Dvoetažni
240000,72,Splitsko-dalmatinska,Split,Kman,2-sobni,U stambenoj zgradi,Jednoetažni
460000,97,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
362000,106,Splitsko-dalmatinska,Trogir,Marinova Draga,4-sobni,U stambenoj zgradi,Jednoetažni
330928,63,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
266000,74,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
685000,243,Splitsko-dalmatinska,Marina,Marina,3-sobni,U stambenoj zgradi,Dvoetažni
685000,223,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Jednoetažni
685000,243,Splitsko-dalmatinska,Marina,Marina,4-sobni,U stambenoj zgradi,Dvoetažni
209300,57,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
119700,31,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
366217,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
279000,110,Splitsko-dalmatinska,Split,Visoka,2-sobni,U stambenoj zgradi,Dvoetažni
260000,68,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Višeetažni
169900,41,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
2800,64,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
155000,42,Splitsko-dalmatinska,Gradac,Drvenik,1-sobni,U stambenoj zgradi,Jednoetažni
180640,45,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Jednoetažni
350000,121,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
800000,160,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U kući,Dvoetažni
300000,145,Splitsko-dalmatinska,Makarska,Makarska,4-sobni,U kući,Jednoetažni
330000,85,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Dvoetažni
240000,56,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
319000,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
3900,67,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
3900,81,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
4100,69,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
4100,76,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
4300,69,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
4300,69,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
1200000,65,Splitsko-dalmatinska,Split,Grad,2-sobni,U stambenoj zgradi,Jednoetažni
345958,62,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U kući,Dvoetažni
240000,98,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
349900,101,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Dvoetažni
158660,61,Splitsko-dalmatinska,Gradac,Podaca,2-sobni,U stambenoj zgradi,Višeetažni
350000,115,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
369772,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
